local_15min,load_power,grid_power,battery_power,battery_energy,tariff_rate,cumulative_cost
2014-10-02 22:30:00,1.82,0.23362444076304645,1.5863755592369582,3.1567007923869435,0.076155,253.43417504618955
2014-10-02 22:45:00,2.0940000000000003,0.23083908085008728,1.8631609191499177,2.7601069025776956,0.076155,253.45175459639168
2014-10-02 23:00:00,1.33,0.22169796473039954,1.1083020352696051,2.294316672790208,0.076155,253.46863800489572
2014-10-02 23:15:00,1.013,0.21161705086883378,0.8013829491311708,2.0172411639727983,0.076155,253.48475370140463
2014-10-02 23:30:00,1.5490000000000002,0.20415910655008543,1.3448408934499192,1.8168954266899973,0.076155,253.50030143816394
2014-10-02 23:45:00,0.482,0.15925918712872203,0.3227408128712821,1.4806852033275095,0.076155,253.51242982155972
2014-10-03 00:00:00,0.392,3.4423306245835397,-3.050330624583535,1.4000000001096817,0.06475,253.7353207295015
2014-10-03 00:15:00,0.315,2.581482167529222,-2.2664821675292175,2.1625826562555557,0.06475,253.902471699849
2014-10-03 00:30:00,0.969,2.3901295802536184,-1.421129580253614,2.72920319813785,0.06475,254.05723259017043
2014-10-03 00:45:00,1.354,2.256409671579371,-0.902409671579366,3.0844855932012436,0.06475,254.20333511640519
2014-10-03 01:00:00,1.548,2.1362360201562662,-0.5882360201562611,3.310088011096076,0.06475,254.3416563987103
2014-10-03 01:15:00,0.338,1.7159624113833656,-1.3779624113833608,3.457147016135131,0.06475,254.45276496484738
2014-10-03 01:30:00,0.361,1.6583819475154506,-1.2973819475154464,3.801637618980962,0.06475,254.560145195949
2014-10-03 01:45:00,0.408,1.636653004384963,-1.2286530043849584,4.125983105859814,0.06475,254.6661184779829
2014-10-03 02:00:00,0.375,1.6151043220669794,-1.240104322066975,4.433146356956043,0.06475,254.77069648283674
2014-10-03 02:15:00,0.317,1.604604825473597,-1.2876048254735923,4.7431724374727775,0.06475,254.87459464528615
2014-10-03 02:30:00,0.328,1.6283634264976383,-1.300363426497634,5.065073643841166,0.06475,254.9800311771519
2014-10-03 02:45:00,0.41,1.6861294034239729,-1.2761294034239683,5.3901645004655645,0.06475,255.08920805602358
2014-10-03 03:00:00,0.329,1.7160200805497867,-1.387020080549782,5.709196851321547,0.06475,255.2003203562392
2014-10-03 03:15:00,0.304,1.7779845694038898,-1.4739845694038856,6.055951871458983,0.06475,255.3154448571081
2014-10-03 03:30:00,0.38,1.8874871265018514,-1.5074871265018466,6.424448013809945,0.06475,255.4376596485491
2014-10-03 03:45:00,0.395,2.004125859221389,-1.609125859221384,6.801319795435397,0.06475,255.56742679793368
2014-10-03 04:00:00,0.419,2.1522360282467954,-1.733236028246791,7.203601260240733,0.06475,255.70678408076265
2014-10-03 04:15:00,0.348,2.308174480137209,-1.9601744801372047,7.6369102673024205,0.06475,255.85623837835152
2014-10-03 04:30:00,0.311,2.5166531689534697,-2.205653168953465,8.126953887336713,0.06475,256.01919167104126
2014-10-03 04:45:00,0.34600000000000003,2.798692286732402,-2.4526922867323973,8.67836717957507,0.06475,256.20040699660717
2014-10-03 05:00:00,0.397,3.13937144532432,-2.7423714453243155,9.291540251258159,0.06475,256.40368129769195
2014-10-03 05:15:00,0.395,3.4976731588481815,-3.102673158848177,9.977133112589227,0.06475,256.6301556347274
2014-10-03 05:30:00,0.343,3.84252870214064,-3.499528702140635,10.752801402301262,0.06475,256.878959368191
2014-10-03 05:45:00,0.333,4.222265687397166,-3.889265687397161,11.62768357783641,0.06475,257.15235107144997
2014-10-03 06:00:00,0.321,0.08415110118348199,0.23684889881652124,12.599999999685691,0.076155,257.1587595985606
2014-10-03 06:15:00,0.379,0.12126029230457273,0.257739707695431,12.540787774981554,0.076155,257.16799417612106
2014-10-03 06:30:00,0.423,0.14128389278159928,0.2817161072184047,12.476352848057692,0.076155,257.17875365097586
2014-10-03 06:45:00,0.332,0.1512278027759885,0.18077219722401555,12.405923821253083,0.076155,257.19027040429626
2014-10-03 07:00:00,0.298,0.1606715682138896,0.13732843178611445,12.360730771947072,0.076155,257.2025063475736
2014-10-03 07:15:00,0.332,0.17305194579194383,0.1589480542080604,12.326398664000537,0.076155,257.2156851185054
2014-10-03 07:30:00,0.419,0.18737955440350626,0.23162044559649805,12.286661650448513,0.076155,257.229955008471
2014-10-03 07:45:00,0.385,0.1960412948205697,0.1889587051794347,12.22875653904938,0.076155,257.2448845332781
2014-10-03 08:00:00,0.321,0.20210477382052536,0.118895226179479,12.181516862754513,0.076155,257.26027582232837
2014-10-03 08:15:00,0.317,0.21159238311729467,0.10540761688270978,12.151793056209636,0.076155,257.27638964026465
2014-10-03 08:30:00,0.309,0.22110644721753794,0.08789355278246655,12.125441151988952,0.076155,257.2932280017525
2014-10-03 08:45:00,0.364,0.2361364667049708,0.12786353329503378,12.103467763793324,0.076155,257.3112109743744
2014-10-03 09:00:00,0.503,0.25587533349685565,0.247124666503149,12.071501880469558,0.076155,257.3306971603968
2014-10-03 09:15:00,0.15200000000000002,0.23184858545748654,-0.07984858545748234,12.00972071384376,0.076155,257.34835358942235
2014-10-03 09:30:00,0.45299999999999996,0.2785428018005042,0.17445719819950053,12.029682860208123,0.076155,257.3695660164935
2014-10-03 09:45:00,0.221,0.2674210627857682,-0.04642106278576369,11.98606856065824,0.076155,257.38993146752995
2014-10-03 10:00:00,0.249,0.2857501646209983,-0.03675016462099365,11.99767382635467,0.076155,257.41169277131667
2014-10-03 10:15:00,0.6890000000000001,0.3401295462860117,0.3488704537139934,12.00686136750991,0.076155,257.43759533691406
2014-10-03 10:30:00,0.31699999999999995,0.3279399042514425,-0.01093990425143776,11.919643754081402,0.076155,257.46256960032235
2014-10-03 10:45:00,0.395,0.3565397002557823,0.03846029974422266,11.922378730144251,0.076155,257.48972188119535
2014-10-03 11:00:00,0.382,0.37620649025278197,0.005793509747223008,11.912763655208186,0.076155,257.51837188646056
2014-10-03 11:15:00,0.3559999999999999,0.39651614487574427,-0.0405161448757394,11.91131527777137,0.076155,257.5485685734736
2014-10-03 11:30:00,0.376,0.4272074248312422,-0.05120742483123722,11.921444313990294,0.076155,257.5811025549116
2014-10-03 11:45:00,0.3520000000000001,0.4561490134352214,-0.10414901343521632,11.934246170198094,0.076155,257.61584058302975
2014-10-03 12:00:00,0.2950000000000001,0.48550315596738014,-0.19050315596737502,11.960283423556888,0.076155,257.65281407587247
2014-10-03 12:15:00,0.4949999999999999,0.5730373459277863,-0.07803734592778117,12.007909212548721,0.076155,257.6964537349516
2014-10-03 12:30:00,1.584,0.7420393455107394,0.8419606544892662,12.027418549030655,0.076155,257.752963741309
2014-10-03 12:45:00,2.9479999999999995,0.8814735164985955,2.066526483501409,11.816928385408328,0.076155,257.8200923569579
2014-10-03 13:00:00,1.984,0.9157007359925531,1.068299264007452,11.300296764532966,0.076155,257.88982754650743
2014-10-03 13:15:00,2.8939999999999997,1.0346647036578251,1.8593352963421794,11.03322194853109,0.076155,257.9686224370145
2014-10-03 13:30:00,1.7009999999999998,1.0376209381095025,0.663379061890503,10.568388124445535,0.076155,258.04764245955624
2014-10-03 13:45:00,1.7020000000000002,1.110885251890537,0.5911147481094686,10.402543358972897,0.076155,258.13224192591395
2014-10-03 14:00:00,2.4130000000000003,1.2502410078047643,1.1627589921952415,10.25476467194552,0.076155,258.22745402986334
2014-10-03 14:15:00,2.324,1.3352683936900842,0.9887316063099207,9.964074923896698,0.076155,258.3291413943848
2014-10-03 14:30:00,1.5319999999999998,1.3467066015867977,0.18529339841320758,9.716892022319207,0.076155,258.43169983562865
2014-10-03 14:45:00,2.5540000000000003,1.5723218523928781,0.9816781476071276,9.670568672715893,0.076155,258.55144000629764
2014-10-03 15:00:00,1.907,1.6177987654164372,0.2892012345835684,9.4251491358141,0.076155,258.67464347127793
2014-10-03 15:15:00,1.523,1.6907125973097874,-0.16771259730978183,9.352848827168197,0.076155,258.8033996891261
2014-10-03 15:30:00,1.535,1.84846052976227,-0.3134605297622647,9.394776976495631,0.076155,258.94416920077015
2014-10-03 15:45:00,1.3290000000000002,1.992811461077276,-0.6638114610772706,9.473142108936186,0.076155,259.09593175758846
2014-10-03 16:00:00,2.657,2.2364629852655624e-10,2.6569999997763603,9.639094974205491,0.12549749999999998,259.09593175761654
2014-10-03 16:15:00,1.9709999999999999,2.2364974125686473e-10,1.9709999997763568,8.97484497426139,0.12549749999999998,259.0959317576446
2014-10-03 16:30:00,2.267,2.2374979904973578e-10,2.2669999997762567,8.48209497431729,0.12549749999999998,259.0959317576727
2014-10-03 16:45:00,2.4370000000000003,2.238260881941427e-10,2.43699999977618,7.915344974373215,0.12549749999999998,259.0959317577008
2014-10-03 17:00:00,2.6489999999999996,2.2389653421005187e-10,2.6489999997761093,7.306094974429158,0.12549749999999998,259.09593175772886
