local_15min,load_power,grid_power,battery_power,battery_energy,tariff_rate,cumulative_cost
2014-07-08 13:45:00,0.1389999999999998,1.7892474524932786e-10,0.13899999982107722,3.7125365463464153,0.076155,0.7961107155763381
2014-07-08 14:00:00,0.258,1.5309768968191402e-10,0.25799999984690375,3.6777865463911468,0.076155,0.7961107155879972
2014-07-08 14:15:00,0.2649999999999999,1.5206750358080842e-10,0.26499999984793376,3.6132865464294213,0.076155,0.7961107155995779
2014-07-08 14:30:00,0.20800000000000016,1.5807019258185736e-10,0.2079999998419317,3.5470365464674383,0.076155,0.7961107156116157
2014-07-08 14:45:00,0.18199999999999994,1.624611737537754e-10,0.1819999998375407,3.4950365465069564,0.076155,0.7961107156239879
2014-07-08 15:00:00,0.13300000000000026,1.8050934286291598e-10,0.13299999981949318,3.449536546547572,0.076155,0.7961107156377346
2014-07-08 15:15:00,0.14200000000000013,1.7489909107971902e-10,0.14199999982510322,3.416286546592699,0.076155,0.7961107156510541
2014-07-08 15:30:00,0.28400000000000003,1.4865209207652642e-10,0.2839999998513492,3.3807865466364238,0.076155,0.7961107156623747
2014-07-08 15:45:00,0.27200000000000024,1.4920677252673925e-10,0.27199999985079487,3.3097865466735867,0.076155,0.7961107156737375
2014-07-08 16:00:00,0.216,2.5232575833021994e-11,0.21599999997477096,3.241786546710889,0.12549749999999998,0.7961107156769041
2014-07-08 16:15:00,0.17100000000000004,2.6517737422330883e-11,0.1709999999734887,3.187786546717197,0.12549749999999998,0.796110715680232
2014-07-08 16:30:00,0.18500000000000005,2.6328295267566154e-11,0.1849999999736776,3.1450365467238255,0.12549749999999998,0.7961107156835361
2014-07-08 16:45:00,0.18900000000000008,2.6245957906399692e-11,0.1889999999737597,3.0987865467304063,0.12549749999999998,0.7961107156868299
2014-07-08 17:00:00,0.2240000000000002,2.461614654631144e-11,0.22399999997538625,3.0515365467369673,0.12549749999999998,0.7961107156899192
2014-07-08 17:15:00,0.2609999999999999,2.3029619724955865e-11,0.2609999999769693,2.995536546743121,0.12549749999999998,0.7961107156928093
2014-07-08 17:30:00,0.2349999999999999,2.3773171033635126e-11,0.2349999999762271,2.9302865467488797,0.12549749999999998,0.7961107156957928
2014-07-08 17:45:00,0.15100000000000002,2.6660481336238765e-11,0.15099999997334573,2.871536546754823,0.12549749999999998,0.7961107156991387
2014-07-08 18:00:00,0.16100000000000006,2.664138154942303e-11,0.16099999997336464,2.8337865467614876,0.12549749999999998,0.7961107157024822
2014-07-08 18:15:00,0.1910000000000001,2.6277692735770516e-11,0.1909999999737274,2.7935365467681468,0.12549749999999998,0.79611071570578
