INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2019-01-09T07:00:00-00:00,2019-01-09T08:00:00-00:00,2019-01-08,24,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,39.32637,1
2019-01-09T02:00:00-00:00,2019-01-09T03:00:00-00:00,2019-01-08,19,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,65.20223,1
2019-01-09T04:00:00-00:00,2019-01-09T05:00:00-00:00,2019-01-08,21,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,55.09815,1
2019-01-09T01:00:00-00:00,2019-01-09T02:00:00-00:00,2019-01-08,18,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,79.1252,1
2019-01-09T00:00:00-00:00,2019-01-09T01:00:00-00:00,2019-01-08,17,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,62.11877,1
2019-01-08T23:00:00-00:00,2019-01-09T00:00:00-00:00,2019-01-08,16,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,42.71008,1
2019-01-08T12:00:00-00:00,2019-01-08T13:00:00-00:00,2019-01-08,5,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,36.9331,1
2019-01-08T11:00:00-00:00,2019-01-08T12:00:00-00:00,2019-01-08,4,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,35.07241,1
2019-01-08T08:00:00-00:00,2019-01-08T09:00:00-00:00,2019-01-08,1,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,37.0076,1
2019-01-08T20:00:00-00:00,2019-01-08T21:00:00-00:00,2019-01-08,13,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,50.5984,1
