INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2018-11-08T23:00:00-00:00,2018-11-09T00:00:00-00:00,2018-11-08,16,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,78.13874,1
2018-11-09T02:00:00-00:00,2018-11-09T03:00:00-00:00,2018-11-08,19,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,109.90326,1
2018-11-08T10:00:00-00:00,2018-11-08T11:00:00-00:00,2018-11-08,3,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,35.11167,1
2018-11-08T13:00:00-00:00,2018-11-08T14:00:00-00:00,2018-11-08,6,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,52.24565,1
2018-11-09T03:00:00-00:00,2018-11-09T04:00:00-00:00,2018-11-08,20,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,91.70413,1
2018-11-09T04:00:00-00:00,2018-11-09T05:00:00-00:00,2018-11-08,21,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,58.64856,1
2018-11-08T16:00:00-00:00,2018-11-08T17:00:00-00:00,2018-11-08,9,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,71.61578,1
2018-11-08T22:00:00-00:00,2018-11-08T23:00:00-00:00,2018-11-08,15,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,71.81959,1
2018-11-08T09:00:00-00:00,2018-11-08T10:00:00-00:00,2018-11-08,2,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,35.68246,1
2018-11-08T12:00:00-00:00,2018-11-08T13:00:00-00:00,2018-11-08,5,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,39.33371,1
2018-11-09T07:00:00-00:00,2018-11-09T08:00:00-00:00,2018-11-08,24,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,38.57957,1
2018-11-08T20:00:00-00:00,2018-11-08T21:00:00-00:00,2018-11-08,13,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,67.9833,1
2018-11-08T08:00:00-00:00,2018-11-08T09:00:00-00:00,2018-11-08,1,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,35.67393,1
2018-11-09T01:00:00-00:00,2018-11-09T02:00:00-00:00,2018-11-08,18,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,138.69848,1
2018-11-09T05:00:00-00:00,2018-11-09T06:00:00-00:00,2018-11-08,22,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,52.72152,1
2018-11-09T06:00:00-00:00,2018-11-09T07:00:00-00:00,2018-11-08,23,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,44.34175,1
2018-11-08T14:00:00-00:00,2018-11-08T15:00:00-00:00,2018-11-08,7,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,69.38508,1
2018-11-08T21:00:00-00:00,2018-11-08T22:00:00-00:00,2018-11-08,14,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,72.66311,1
2018-11-08T15:00:00-00:00,2018-11-08T16:00:00-00:00,2018-11-08,8,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,80.22632,1
2018-11-08T17:00:00-00:00,2018-11-08T18:00:00-00:00,2018-11-08,10,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,68.14693,1
2018-11-08T18:00:00-00:00,2018-11-08T19:00:00-00:00,2018-11-08,11,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,70.72926,1
