INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2019-05-08T09:00:00-00:00,2019-05-08T10:00:00-00:00,2019-05-08,3,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,18.32233,1
2019-05-08T18:00:00-00:00,2019-05-08T19:00:00-00:00,2019-05-08,12,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,17.86634,1
2019-05-09T03:00:00-00:00,2019-05-09T04:00:00-00:00,2019-05-08,21,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,60.51443,1
2019-05-09T02:00:00-00:00,2019-05-09T03:00:00-00:00,2019-05-08,20,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,56.98697,1
2019-05-08T20:00:00-00:00,2019-05-08T21:00:00-00:00,2019-05-08,14,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,17.26086,1
2019-05-08T17:00:00-00:00,2019-05-08T18:00:00-00:00,2019-05-08,11,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,17.35901,1
2019-05-08T14:00:00-00:00,2019-05-08T15:00:00-00:00,2019-05-08,8,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,26.09051,1
2019-05-09T05:00:00-00:00,2019-05-09T06:00:00-00:00,2019-05-08,23,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,33.45023,1
2019-05-09T04:00:00-00:00,2019-05-09T05:00:00-00:00,2019-05-08,22,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,44.95766,1
2019-05-09T00:00:00-00:00,2019-05-09T01:00:00-00:00,2019-05-08,18,0,URBAN_6_N005,URBAN_6_N005,URBAN_6_N005,DAM,LMP,LMP_PRC,URBAN_6_N005,ALL,1,19.49609,1
